,clean_text,translated_text,sentimen_score,sentimen
368,izin di koreksi mobil listrik mungkin lebih banyak emisi di proses produksi baterai tapi untuk wilayah produksi kan harus penuh amdal dan lain dan bukan di banyak tempat itu point dua telah on the road pasti mobil listrik lebih ramah lingkung daripada mobil bahan bbm,"Permits are corrected for electric cars, there may be more emissions in the battery production process, but the production area has to be full of AMDAL, etc., and not in many places. Point two is already on the road. Electric cars are definitely more environmentally friendly than fuel-fueled cars.",0.8507,Positif
369,tapi kalau ke depan lebih banyak mobil listrik daripada mobil yang pakai bbm bagaimana donklebih mati mana rokok sama mobil listrik,"But if in the future there are more electric cars than cars that use fuel, how come cigarettes and electric cars are more dead?",-0.8121,Negatif
370,saya insyallah insinyur serius dan punya ijazah asli soal mobil listrik begini om dan tante 1 masa kadaluarsa batrenya itu tidak lama dan tidak ekonom accu konvensional bila baik jika mesti ganti harga pasti muahal 2 limbah baterai itu ngeri 3 iklan dagang lebih,I'm sure I'm a serious engineer and have a real diploma regarding electric cars like this uncle and auntie 1 The battery expiry date is not long and it's not economical for conventional batteries if they are good if they have to be replaced the price will definitely be expensive 2 Battery waste is scary 3 More trade advertisements,0.4767,Positif
371,luhut bilang mobil listrik china lebih murah iya lah untuk kelas mobil kuaci dan itu sudah mahal karena pajak coba masukin yang kelas dengan tesla dan roll royce pasti sama mahal nya bahkan lebih mahal jadi bukan murah tetapi china lebih tawar banyak pilih,"Luhut said that Chinese electric cars are cheaper, yes, for the sunflower seed class and it is already expensive because of taxes, try entering the same class as Tesla and Rolls Royce, it will definitely be just as expensive, even more expensive, so it's not cheap, but China is more affordable, there are many choices.",0.4019,Positif
372,bangsa primitif bohong covid percaya sekarang mobil listrik yang notabene cuma teknologi daur ulang percaya bullshit,"Primitive nations lie about Covid and now believe in electric cars, which in fact are just recycled technology, believe bullshit",-0.5859,Negatif
373,halusinasi saja kamu tesla itu sudah punya kontra jangka panjang nickel dengan bhp billiton dari tambang di australia lalu mau produksi mobil listrik produksi mobil konvensional esemka saja tidak jela juntrung teddy2 jadi wakil ketua partai kerja cuma halusinasi,"You're just hallucinating, Tesla already has a long term cons of nickel with BHP Billiton from mines in Australia and then you want to produce electric cars, producing conventional cars, Esemka is not clear, juntrung teddy2 being deputy chairman of the working party is just a hallucination",0.2062,Positif
374,mendag moga hyundai bisa jadi motor gerak untuk mobil listrik indonesia dan motor gerak ekspor mobil listrik dari indonesia untuk dunia,The Minister of Trade hopes that Hyundai can become a motor for Indonesian electric cars and a motor for exporting electric cars from Indonesia to the world,0.4215,Positif
375,urus nikel ini memang harus ada yang mantengi kalau tidak hanya akan nikmat gelintir keluarga bukan segenap anak bangsa karena kita hasil nikel besar di saat industri baterei mobil listrik tingkat pesat,"In dealing with this nickel, someone has to protect it, otherwise it will only benefit a few families, not all the nation's children, because we produce a lot of nickel at a time when the electric car battery industry is growing rapidly.",0.743,Positif
376,allhamdulillah esemka juga sudah produksi mobil listrik seperti mobil tesla hahahah tetap semangat esemka jngan terlalu berhrp sama tesla kan kita punya esemka,"Thank God, Esemka has also produced electric cars like Tesla cars, hahaha, keep up the spirit, Esemka, don't expect too much from Tesla, we have Esemka.",0.886,Positif
377,guna mobil listrik bagai taksi belum janji dari segi finansial dan reliabilitas para tumpang juga belum terlalu peduli dengan jenis kendara yang guna karena utama harga dan waktu tempuh,The use of electric cars as taxis is not yet guaranteed from a financial and reliability perspective. Riders also don't really care about the type of vehicle that is used because the main thing is price and travel time.,-0.43,Negatif
378,mobil listrik tidak hanya tesla masih banyak mobil listrik indonesia punya bahan baku utama agar mobil listrik bisa jalan,"electric cars, not only Tesla, there are still many Indonesian electric cars that have the main raw materials so that electric cars can run",0.0,Netral
379,motor dan mobil listrik klaim tidak akan hasil polusi jadi selain tidak guna bahan bakar fosil mobil listrik juga tidak hasil timbal upa asap,"Electric motorbikes and cars claim not to produce pollution so apart from not using fossil fuels, electric cars also do not produce lead fumes",0.0191,Positif
380,berani adu minim emisi dengan kendara listrik yang dapat subsidi berani adu layak dapat bantu dengan mereka yang mampu beli mobil listrik subsidi yang tidak jadi solusi macet berani tetap daya dan karya tidak usah harap pada negara,"Dare to fight for minimal emissions with electric vehicles that get subsidies. Dare to fight for what's worth helping those who can afford to buy subsidized electric cars that don't become a solution to traffic jams. Dare to maintain power and work, don't have to rely on the state.",-0.47,Negatif
381,mobil listrik subsidi yang tidak pas terlalu yang beli mobil listrik pasti bukan yang butuh subsidi apa kalau memang masih mahal mau subsidi bagaimana bel juga tidak banyak industri juga susah kembang,"subsidized electric cars are not right, so those who buy electric cars are definitely not the ones who need subsidies, what if it's still expensive, how about subsidies, but not many industries are also having difficulty developing",-0.3071,Negatif
382,mobil listrik is the best,mobil listrik is the best,0.6369,Positif
383,yang mampu beli mobil listrik ada 2 1 orang kaya yang bener2 lebih duit 2 orang yang banyak gaya kamu yang mana gaes,There are 2 people who can afford an electric car. 1 rich person who really has more money. 2 people who have a lot of style. Which one are you guys?,0.5574,Positif
384,tidak pernah tarik punya mobil listrik karena infrastruktur charging di 62 belum ok cocok mau beli mobil penuh hybrid ada teman yang saran baik kamu ajar pakai mild hybrid dulu biar tau cara rawat,"Never interested in having an electric car because the charging infrastructure in 62 is not yet good, suitable for buying a full hybrid car. There is a friend whose good suggestion is that you teach me to use a mild hybrid first so I know how to maintain it.",-0.4348,Negatif
385,kenapa kalian tidak mau beli motor listrik kalau mimin pakai tidak bisa jauh2 repot charging nya belum canggih mobil listrik beberapa teman sudah beli beberapa kali mogok di jalan karena habis listrik,"Why don't you want to buy an electric motorbike? If I use it, I can't bother charging it, it's not sophisticated. The electric car some friends have bought has broken down several times on the road because it ran out of electricity.",-0.2755,Negatif
386,mobil listrik tidak akan pernah jadi solusi atas polusi dan krisis iklim mobil listrik hanya pindah polusi di kota besar banyak di negara maju ke wilayah indonesia timur maka kalau minta mobil listrik makin tingkat deforesrasi di indonesia makin masif,"Electric cars will never be a solution to pollution and the climate crisis. Electric cars only move pollution from big cities in many developed countries to eastern Indonesia, so if you ask for electric cars, the level of deforestation in Indonesia will become even more massive.",-0.7237,Negatif
387,saya pribadi masih belum terlalu percaya sama brand2 baru apalagi brand lokal untuk urus mobil motor listrik akhir pernah punya salah satu brand batrenya ledak cocok dicharge,"I personally still don't really trust new brands, especially local brands, for taking care of electric cars and motorbikes. I recently had one whose battery exploded when I charged it.",-0.1328,Negatif
388,bingung mau punya rumah dulu apa mobil listrik,Confused about whether to own a house or an electric car first,-0.3182,Negatif
389,kapan esemka produksi mobil listrik kalau bisa yang pakai token amp mudah bayar pakai paylater,"When will Esemka produce electric cars? If possible, use tokens and it's easy to pay using paylater",0.3612,Positif
390,yang punya mobil listrik bulan token listrik rumah habis,Those who have electric cars run out of house electricity tokens every month,0.0,Netral
391,habis esemka terbit mobil listrik,"After Esemka, electric cars will be released",0.0,Netral
392,nikel bahan penting untuk battery mobil listrik,Nickel is an important material for electric car batteries,0.2023,Positif
393,biasa yang beli motormobil listrik banyak sudah punya yang konvensional bensinsolar jadi ya berfikir dulu belum beli motormobil listrik kalau belum punya yang konven,"Usually, many people who buy electric motorbikes already have conventional petrol diesel ones, so think first before buying an electric motorbike if you don't have a conventional one.",0.0,Netral
394,mobil listrik esemka yang ubah wujud jadi mobil listrik tahap uji coba pakai battry jam dinding,The Esemka electric car which has been transformed into an electric car in the trial phase uses a wall clock battery,0.0,Netral
395,itu mengapa masa depan mobil listrik masih anggap suram karena segi maintenance daripada kendara konvensional bahan bakar om mobil mesin ice internal combustion engine untuk overhaul 1550jutaan sudah waras lagi sementara baterai mobil listrik harga tidak masuk akal,"That's why the future of electric cars is still considered bleak because of the maintenance aspect compared to conventional vehicles, the fuel for internal combustion engines is 1550 million for an overhaul, it's already sane again, while the price of electric car batteries is unreasonable.",0.0,Netral
396,bang itu mobil listrik kalau nge hang cabut batere ya,"Bro, it's an electric car. If it hangs, take out the battery",0.0,Netral
397,ceo byd sendiri kalau tidak salah pernanh ngomong kalau basic nya mobil listrik itu cuma nyambungnyambungin kabel saja tidak rumit mobil konvensional jadi lihat dari nyata itu wajar mobil listrik semua bisa,"Byd's CEO himself, if I'm not mistaken, once said that the basics of an electric car are just connecting the cables, it's not as complicated as a conventional car, so looking at it from reality, it's natural that all electric cars can do it.",0.5588,Positif
398,memang berapa persen orang yang bisa beli mobil listrik,What percentage of people can buy electric cars?,0.0,Netral
399,lah terus kenapa masih ngegasin jual mobil listrik,So why are you still pushing to sell electric cars?,0.0,Netral
400,banyak beli mobil listrik bukan butuh tapi lebih ke fomo,Many people buy electric cars not because they need them but because they are more into fomo,0.0,Netral
401,ngecharge mobil listrik pakai powerbank anker,Charging an electric car using an Anker power bank,0.0,Netral
402,wah kenapa tidak beli mobil saja dik aduh macet sekali ini naik motor saja 45 menit apalagi naik mobil padahal cuma berapa kamu tapi kan keujanan oh iya baik saya akan beli wuling listrik karena kecil dan jaga lingkung,"Wow, why don't you just buy a car, Ouch, there's such traffic jams, it only takes 45 minutes to ride a motorbike, let alone a car, even though it's only how many you have but it's raining, oh yes, OK, I'll buy an electric Wuling because it's small and protects the environment.",0.9062,Positif
403,di jalan lihat mobil listrik dari platny ada warna biru cocok ngelewat brandnya nissan cocok gugling sudah ada dari 2021 gaung kalah sama hyundai ioniq ya sampai tidak tau ada mobil nissan leaf,"on the road I saw an electric car from the license plate, it was blue, it was suitable to pass by the Nissan brand, it was suitable to google it, it has been around since 2021, the echo was defeated by the Hyundai Ioniq, yes, to the point where I didn't know there was a Nissan Leaf car",-0.1027,Negatif
404,jawab serius semua pabrik juga bisa kok buat mobil konvensional pakai bbm cuma pasar sudah lama dan sudah ada main yang lebih kenal untuk dobrak perlu budget pasar yang besar sementara mobil listrik hitung baru dan belum ada pabrikan yang settle,"Seriously, all factories can make conventional cars using fuel, but the market has been around for a long time and there are already more familiar players. In order to break it, you need a large market budget, while electric cars are relatively new and no manufacturer has settled yet.",-0.4854,Negatif
405,banyak mobil listrik kat sini kalau ada pilih untuk guna gojekgrabcar listrik memang saya coba,"There are lots of electric cars here, if you choose to use an electric Gojekgrabcar, I'll try it",0.0,Netral
406,kalau banjir begitu yang punya mobil listrik nyetrum tidak yah,"If it's a flood, don't those who have electric cars give an electric shock?",-0.3818,Negatif
407,apa itu mobil listrik apa itu mobil terbang,what is an electric car what is a flying car,0.0,Netral
408,mobil listrik itu cuma oversized electric rc,Electric cars are just oversized electric RC,0.0,Netral
409,bulan sudah bisa langsung bisa beli mobil listrik,This month you can immediately buy an electric car,0.0,Netral
410,bagai anak yang ingin beli mobil sendiri pakai duit sendiri aminin tarik banget sama look ioniq 5 tetapi masih belum tarik mobil listrik,like a child who wants to buy his own car using his own money amenin really attracted to the look ioniq 5 but still hasn't attracted an electric car,0.7867,Positif
411,ini jadi mau pakai mobil listrik ato tetap solar sama bensin,So do you want to use an electric car or stick with diesel or petrol?,0.144,Positif
412,apakah berapa tahun kemudian konter hp bisa ganti baterai mobilmotordan sepeda listriksedang lamun,"How many years will it be before cell phones can replace batteries in cars, motorbikes and electric bicycles?",0.0,Netral
413,merek hp cina sampai buat mobil listrik kaya kait ev merek2 eropa bakal tinggal,"Chinese cellphone brands to make electric cars like EV hooks, European brands will stay",0.3612,Positif
414,buat mobil listrik lebih gampang daripada mobil ice apalagi hybrid makanya di china pabrikan ev jamur tinggal jual gimmick saja buat diferensiasi,"Making an electric car is easier than making an ice car, let alone a hybrid, that's why in China, mushroom EV manufacturers only need to sell gimmicks to differentiate themselves.",0.2023,Positif
415,mobil listrik yang sudah uji lebih dari 30thn kemudian itu tamiya dan kyosho,The electric cars that have been tested for more than 30 years are Tamiya and Kyosho,0.0,Netral
416,apa benar mobil listrik xiaomi kalau mati kena banjir harus dimasukin ke gudang beras bulog,"Is it true that if a Xiaomi electric car dies in a flood, it has to be put into the Bulog rice warehouse?",0.4215,Positif
417,detail teknis saya kurang tau pak cuma nonton di salur youtube yang bahas baterai mobil listrik,"I don't know the technical details, sir, I just watched a YouTube channel that discussed electric car batteries",0.0,Netral
418,ini beda bang ngaoahahahahhahahahaha ini mah anak juragan yang belum lama emaknya marah beli mobil listrik awal nya mahal banget eh cocok 4 bulan jalan itu mobil sudah terjun harga baru,This is different bro ngaoahahahahhahahahaha this is the boss's son whose mother recently got angry about buying an electric car at first it was really expensive eh right after 4 months of going the car has dropped in price new,-0.5106,Negatif
419,non mobil listrik apa yang ukur seperti wuling ev sudah coba googling2 tidak nemu2,What kind of non-electric car measures like the Wuling EV? I tried googling and couldn't find it,0.3612,Positif
420,di satu seminar akhir tahun lalu yang salah satu panelis saya tanya begini kenapa sih kita kes mengglorifikasi nikel untuk mobil listrik bukan lebih baik benah angkut umum amp buat kota2 yang walkable,"At a seminar at the end of last year, one of the panelists asked me this, why do we prefer to use nickel for electric cars instead of improving public transportation and making cities walkable?",0.4215,Positif
421,kenapa buat mobil listrik lihat gampang amat yaksemua pabrik bisa,Why do you see how easy it is to make an electric car? Every factory can do it,0.4404,Positif
422,fyi konstruksi mobil listrik itu lebih rumit dari mobil konvensional banyak bengkel yang masih tolak bongkar mobil listrik karena rumit dan resiko tidak bisa betul jadi makin rusak mobil konvensional saja tidak selesai selesai mobil listrik lagi esemka,"FYI, the construction of an electric car is more complicated than a conventional car. Many workshops still refuse to dismantle an electric car because it is complicated and there is a risk that it will not be properly repaired and will become even more damaged. Conventional cars are not finished yet, so are electric cars, Esemka",-0.6072,Negatif
423,cari mobil utama atau mobil dua buat kota saja kalau butuh nya mobil dua ambil mobil listrik lebih bijak,"Look for a main car or two cars for the city, if you need two cars, take an electric car, it's wiser",0.296,Positif
424,itu mobil listrik wuling tidak konslet om,"Uncle, the Wuling electric car didn't have a short circuit",0.0,Netral
425,kalau mau beli mobil listrik mobil cina top mentok,"If you want to buy an electric car, the top Chinese cars are stuck",0.0258,Positif
426,kalau saya beli mobil listrik terus charge nya di kampus boleh gas,"If I buy an electric car and charge it on campus, I can use gas",0.0,Netral
427,skip soal yang di cas mobil listrik,Skip the question about charging an electric car,0.0,Netral
428,hapengen beli mobil listrik tapi kok keling nek token omah saja sih sok muni tat tit tat tit kok reko reko mat,I really want to buy an electric car but how come I'm so confused about my home token? I'm so pretentious muni tat tit tat tit how come it's reko reko mat,-0.5705,Negatif
429,saya masih gumun sama mobil listrik sek ning yujoooo ki kok plat e bisa do bb semua sik tidak ton kok bisa ya apa batrene awet kui tapi mungkin le tekan kene ditowing ya bisa sih,"I'm still amazed by electric cars, it's so cool, how come the electric plates can do all the BBs? How come the battery lasts so long, but maybe if you press it here and tow it, it can?",0.5355,Positif
430,lho lho lho mau jual mobil listrik dan motor listrik kan kok suruh batas kendara pribadi,"You know, you know, if you want to sell electric cars and electric motorbikes, why are you asking for personal driving limits?",0.0772,Positif
431,jakarta banjir solusi ya ikn jakarta macet solusi ya mobil listrik,"Jakarta is flooded, the solution is Jakarta's traffic jams, the solution is electric cars",0.5574,Positif
432,mobil listrik kalau kena air begini nyetrum tidak ya,"If an electric car gets wet like this, will it electrocute you?",0.3612,Positif
433,brandnnya sudah familiar dunia otomotif mobil listrik seperti bukan satu2nya yang akan booming di dunia mungkin mobil hidrogen fuel cell akan maju juga beberapa usah besar sudah kolaborasi amp mereka main mobil hidrogen lama tinggal infrastruktur dikembangka,"The brand is already well known in the automotive world. Electric cars are not the only ones that will boom in the world, maybe hydrogen fuel cell cars will advance, and several large companies have already collaborated and they are playing with hydrogen cars. It's just a long time before the infrastructure is developed.",0.4404,Positif
434,lumayan kakak beli mobil listrik bebas pajak impor,"Not bad, bro, buying an electric car is free of import tax",0.7311,Positif
435,makanya jangan subsidi mobilmotor listrik bodoh,that's why don't subsidize stupid electric cars and motorbikes,0.4168,Positif
436,kalao pakai mobil listrik aman tidak ya,Is it safe to use an electric car?,0.4404,Positif
437,eits motor listrik masuk ev juga lho,"Hey, electric motorbikes are included in EVs too, you know",0.0,Netral
438,sony kolab sama honda keluar mobil listrik afeela yang bisa kontrol pakai stik ps5 tetapi tetap asa kurang harus stirnya juga bentuk stik ps5 ya biar,"Sony collaborates with Honda to release an Afeela electric car that can be controlled using a PS5 stick, but I still hope it doesn't have to be a steering wheel, it's also the shape of a PS5 stick, okay?",0.7351,Positif
439,rest area pabrik gula banjaratma sedia dua astra otopower untuk isi mobil listrik dan masih gratis,The Banjaratma sugar factory rest area has two Astra AutoPower available to fill electric cars and it's still free,0.5106,Positif
440,seperti yang laku oleh bryan hugo salah satu mahasiswa program studi teknik elektro ubaya yang manfaat solar panel dan energi matahari untuk jadi energi cadang mobil listrik teknik elektro universitas surabaya autonomous vehicle teusav,"as sold by Bryan Hugo, one of the students of the Ubaya electrical engineering study program, who uses solar panels and solar energy to become spare energy for electric cars, electrical engineering at the University of Surabaya, autonomous vehicles teusav",0.4939,Positif
441,10tahun lalu ayo beli mobil listrik,10 years ago let's buy an electric car,0.0,Netral
442,orang jakut kayak tidak cucoo pakai mobilmotor listrik yee investnya ke mobil yang bisa mode amfibi saja gila saya warga baru jakarta selatan shock jaksel2 ini tidak pernah banjir atau genang apa kan unfair,"North Jakarta people don't think they can use electric motorbikes, yes, invest in a car that can be used in amphibious mode, it's crazy, I'm a new resident of South Jakarta, I'm shocked that South Jakarta never floods or puddles, isn't that unfair?",0.1416,Positif
443,gila saja kamu mobil listrik harga miliar di beli buat test tabrak kaya kalau laku cuma orang tidak bakal mau kecuali di sponsorin atau kelas usaha atau konten kreator kaya banget bisa juga lagi nganggur,"You're just crazy, you buy an electric car worth billions for a crash test, rich if it sells, people won't want it, unless it's sponsored or in the business class or content creators, really rich, they might also be unemployed.",0.5828,Positif
444,sayang nya belum ada system langgan untuk mobil listrik yah,Unfortunately there is no subscription system for electric cars yet,-0.5574,Negatif
445,tesla apa mobil listrik china bli dia mau,"Tesla, can he buy a Chinese electric car?",0.0,Netral
446,kan memang yang penting mobil dan motor apalagi yang listrik listrik itu pejal kaki transportasi umum apa second class citizen itu tidak ada profit bagi negara,"Isn't it true that the important thing is that cars and motorbikes, especially electric ones, are pedestrian public transportation or second class citizens, there is no profit for the country",0.0433,Positif
447,sudah tau macet kok mau datangin mobil listrik,"If you already know there's a traffic jam, why do you want to bring an electric car?",0.0772,Positif
448,ajak masyarakat untuk biasa jalan gowes naik kendara umum ajak masyarakat berbondongbondong beli mobil listrik,"Invite people to get used to cycling by public transportation, encourage people to flock to buy electric cars",0.5994,Positif
449,lah salah laki lah ngapain ibu hamil sampai lewat situ kan harus dianterin sih laki naik mobil listrik biar nyaman dan adem,"It's a man's fault, what's wrong with a pregnant woman going through there? The man has to accompany her in an electric car so it's comfortable and cool.",0.0202,Positif
450,temu batere mobil listrik adalah pahlawan karena dari batere2 soak kita bisa ambil residu nya buat pupuk yang subur tanam,Electric car battery collection is a hero because from dead batteries we can take the residue to make fertilizer for fertile plants,-0.1779,Negatif
451,lah ngapain nyobain jadi tumpang tj second class citizen itu mah baik beli mobil listrik lagi goreng perintah loh asyik kan sampai kantor masih wangi,"Why are you trying to be a second class citizen? It's better to buy an electric car and order fried food, isn't it fun until the office still smells good?",0.5358,Positif
452,sih a cuma bisa pakai motor krl yang ongkos mahal sih bb bisa beli mobil listrik yang di subsidi ongkos lebih irit gakena ganjil genap,"I can only use a KRL motorbike, which is expensive, but I can buy an electric car which is subsidized, the cost is more economical, it doesn't matter whether it's odd or even.",-0.4698,Negatif
453,mobil listrik cina bener2 laju pesat tinggal jauh industri mobil klasik di eropa dan jepang ya,"Chinese electric cars are really moving fast, far from the classic car industry in Europe and Japan",0.0,Netral
454,sudah tau masyarakat suka bawa kendara pribadi malah buat bijak subsidi motor amp mobil listrik kai ajuin ada krl contoh jepang tolak kurang jadwal argo parahyangan itu itu fatal banget,"You already know that people like to drive private vehicles, but instead, to be wise, subsidies for motorbikes and electric cars, we suggest that there are trains, for example, Japan refuses to reduce the Parahyangan meter schedule, that's really fatal.",-0.0745,Negatif
455,tau saya informasi update mobil esemka tehnologi nya untuk tenaga bbm ganti listrik nunggu produksi pabrik nikel bahan batere,"I know the information on the Esemka car update, the technology is for fuel power to replace electricity, waiting for the nickel factory to produce battery materials.",0.0,Netral
456,kan kamu jual motor sama mobil listrik juga dungu,"You sell motorbikes and electric cars too, right?",0.0,Netral
457,bukan lapak buat julidin mobil listrik buat konsumen yang mau mau saja larang hujat dan menjelekjelekkan jual saya bukan untuk kaum dang baik,"not a stall for selling electric cars for consumers who want to, don't blaspheme and badmouth my sales, not for good people",-0.1316,Negatif
458,saya juga bingung sini nama brand ya apa saja banyak mobil listrik tapi saya tidak tau acara model sama sekali brand2 besar pada tutup,"I'm also confused here about brand names, yes, there are lots of electric cars but I don't know the model shows at all, the big brands are closing",0.0516,Positif
459,ngomongin jakarta macet malah subsidi mobil listrik bukan malah dukung transportasi publik,"Talking about traffic jams in Jakarta, subsidies for electric cars instead of supporting public transportation",0.4404,Positif
460,yap ini salah satu alas kenapa pabrikan jepang belum agresif di mobil listrik,"Yep, this is one of the reasons why Japanese manufacturers haven't been aggressive in electric cars",0.3907,Positif
461,mobil listrik yang cocok dengan kondisi umum jalan indonesia dong mas,"An electric car that is suitable for the general conditions of Indonesian roads, sir",0.0,Netral
462,kalau plnpemerintah sedia baterai baru gratis buat ganti baterai lama yang sudah rusak maka jamin motormobil listrik akan laku keras berani,"If the government provides free new batteries to replace old batteries that are damaged, then I guarantee that electric motorbikes will sell like hot cakes.",0.5994,Positif
463,bagaimana tidak pak diskon ppnbm siapa yang buat insentif mobil listrik siapa yang buat belum lagi yang dibawah2 bapak ngizinin rumah ngelebar kesana kemari padahal pusat kota ada banyak tanah kosongtdk efesien,"How can it not be, sir, PPnbm discount, who made the electric car incentive, who made it, not to mention those below you, you allow your house to spread here and there, even though there is a lot of empty land in the city center, it's not efficient.",0.069,Positif
464,di belanda mobil listrik sudah sampai minta untuk mati publik chargers di peakhours 16002100 karena lebih beban saat ini di belanda sudah ada sekitar 300rb publik ev chargers total 500rb masuk home private chargers,"In the Netherlands, electric cars are asking to be turned off by public chargers at peak hours 16002100 because they are overloaded. Currently in the Netherlands there are around 300 thousand public EV chargers, a total of 500 thousand goes to home private chargers",0.0,Netral
465,khan ikutin kate transportasi massal bukan mobil listrik,khan follow the mass transportation category not electric cars,0.0,Netral
466,astra amp indomobil harus mulai pertimbangin buat kerjasama sama pabrikan china buat mobil listrik kalau fokus di mobil minyak jepang terus bakal lelep itu main core bisnis,"Astra & Indomobil must start considering collaborating with Chinese manufacturers to make electric cars. If they focus on Japanese oil cars, they will continue to fail, that's the core business.",-0.5423,Negatif
467,mobil listrik pada over canggih cepat harus ada test lolos uji setir emak emak indonesia,Electric cars in high-speed cars must have a test to pass the Indonesian Emak Emak steering wheel test,0.0,Netral
468,ya mau bagaimana benar sudah hal yang tidak kaget kok china memang industri elektronik memang bagus tambah mobil listrik itu lebih dekat ke produk elektronik banding produk otomotif karena komponen utama elektronik,"Yes, whatever it is, it's true that it's not surprising that China's electronics industry is really good, plus electric cars are closer to electronic products compared to automotive products because the main components are electronics.",0.7832,Positif
469,sudah begitu mau subsidi mobil listrik,I really want to subsidize electric cars,0.1513,Positif
470,lagi yang pada milih percaya sama tampang dari awal mobil listrik mobil listrik itu ya saya tidak suka loh sama dia tampang tuhgatau bukan tampang orang baik sih,"again, those who choose to believe in the looks from the start of electric cars are electric cars, yes, I don't like that look, or is it not the look of a good person?",0.5408,Positif
471,justru itu menang nya mobil china mereka lihat masa depan kalau ikut petrol dan lain mereka sudah tinggal teknologi makanya tancap gas dahulu di listrik,"In fact, that's the win for Chinese cars. They see the future if they go with petrol and other things, they are already left with technology, so step on the gas first and go electric.",0.5859,Positif
472,gilaaa ini china benar benar bakal kuasa dagang dunia hp china dulu pandang belah mata sekarang rata rata pakai hp china mobil china dulu tidak pandang malah sekarang jadi raja mobil listrik bukti denyan byd jadi brand nomor 1 di pasar mobil listrik,"This is crazy, China is really going to be the world's trading power, Chinese cellphones used to look at each other, now the average person uses Chinese cellphones, Chinese cars used to not look at them, but now they are the king of electric cars, proof that Byd is the number 1 brand in the electric car market",-0.0644,Negatif
473,jual mobil listrik lanjut saja pak yoh bisa yoh,"Just keep selling electric cars, sir, you can do it, yoh",0.0,Netral
474,alas polusi udara ujung2nya bisnil mobil listrik ada kait dengan usaha sebut nah siapa milik usaha mobil listrik,"Basically, air pollution ultimately means that the electric car business is related to the business. So, who owns the electric car business?",0.0,Netral
475,kok tidak kasih mobil listrik saja duuoooong biar lebih greng gituuu looooo,"why don't you just give us electric cars so they'll be cooler like that, lol",0.6486,Positif
476,makanya pakai bajaj dong jangan seperti orang susah pakai mobil pribadi listrik kalau bisa jangan lupa voorijdernya,"That's why you should use a Bajaj, don't be like people who find it difficult to use a private electric car, if you can, don't forget the driver's seat",-0.4486,Negatif
477,kalau mau jujur benar masih bingung jadi mobil listrik ini batas tren dan main rang kaya saja atau memang solusi mobilitas ramah lingkung anyway bismillah tetap mau seal biji sih,"If I'm honest, I'm still confused about whether this electric car is just a trend and only for the rich or is it an environmentally friendly mobility solution anyway, Bismillah, I still want to seal seeds.",0.886,Positif
478,weeeee masyaallah mobil listrik iya,"wow, mashaallah, electric cars, yes",0.7579,Positif
479,beli mobilmotor listrik bekas beli baterai bekas,buy a used electric motorbike buy a used battery,0.0,Netral
480,malesnya kalau ke pamer itu ingin impulsif itu bener2 naik ajgg kemaren ke iims saja hampir beli motor listrik tapi ingat kalau di kosan tidak ada tempat pada terus lihat mobil ev punya byd yang seal cakep banget ancritttttt ingfokan ngepet semalem dapat 1m,"I'm too lazy to go to show off and I want to be impulsive, but I really just went to IIMs yesterday and almost bought an electric motorbike, but remember, there's no room in the boarding house, then I saw an EV car with a BYD that had a really good seal, I'm not sure if I'm going to get it for 1m last night.",-0.1415,Negatif
481,turut baik investasi ke sepeda listrik ini masih sepeda ya belum motor atau mobil listrik dalam beberapa negara lain sudah ada mobil skala besar tapi yang saya bingungin itu bisa isi di rumah tidak ya,"It's also a good idea to invest in an electric bicycle. This is still a bicycle, not a motorbike or electric car. In several other countries there are already large-scale cars, but what I'm confused about is whether it can be used at home or not.",-0.25,Negatif
482,dan lihat kembang mobil listrik mulai jalan tempat dan banyak masalah sana malah mobil hybrid lebih,"and see the development of electric cars starting to hit the road and there are lots of problems there, even more hybrid cars",-0.4019,Negatif
483,mobil listrik adalah solusi bbm naik ngasal,Electric cars are a solution to fuel shortages,0.1779,Positif
484,orang kaya juga tidak berfikir kalau minyak bumi habis ya tinggal beli mobil listrik,"Rich people don't think that if oil runs out, they just have to buy an electric car",0.5574,Positif
485,mobil listrik lucu banget,Electric cars are really cute,0.5095,Positif
486,jakarta selatan ini memang banyak orkay saat ramai mobil listrik byd harga lebih murah di sini malah lihat banyak mobil listrik bmw mercedes sama lexus di jalan,"South Jakarta really has a lot of traffic when it's busy. BYD electric cars are cheaper here. In fact, you see lots of BMW, Mercedes and Lexus electric cars on the road.",0.0,Netral
487,bwhahahhahaaa padakke kene seperti mobil listrik cas njut tahes,bwhahahahaaa padakke kene seperti mobil listrik cas njut tahes,0.0,Netral
488,baik mobil listrik yang bremot nyata jadi duit bawa k taman kota jam 4an kmrian,"Well, the electric car is really slow so you can take it to the city park at 4am",0.2732,Positif
489,nomor offense daripada beli kamu bmw baik beli saya mobil listrik ramah lingkung,offense number instead of buying you a better BMW buy me an environmentally friendly electric car,0.6597,Positif
490,beri pressure juga ke mang bijak bawah presiden buat buat infrastruktur tunjang mobil listrik utama charging station kapasitas,Also put pressure on the wise men under the president to create infrastructure to support the main electric car charging station capacity,0.6908,Positif
